ISBN;Canonical_ISBN
0754000052;0754010228
1582430438;0156586703
0156586703;0156586703
0312861435;0812552350
0812552350;0812552350
0553580310;0553111655
0553111655;0553111655
0312266189;0312266189
0312289057;0312266189
0812589696;0312890761
0312890761;0312890761
0440222826;0440295629
0440295629;0440295629
0060523182;0060523182
0060523204;0060523182
0812551699;0399226893
0399226893;0399226893
038079960X;0380976749
0380815591;0380976749
0380976749;0380976749
0449218805;0449218805
1890208558;0449218805
0670873667;0670873667
014027586X;0670873667
0517705036;0517705036
0517888521;0517705036
0891098534;0891098534
0891097937;0891098534
0312530730;0312530722
0312530722;0312530722
0805005684;0805005684
0440203198;0805005684
0800754034;0800715381
0800715381;0800715381
0425190803;0399149228
0399149228;0399149228
0312263570;0374199655
0374199655;0374199655
0892963913;0892963913
0446404071;0892963913
0804103623;0394512243
0553234684;0394512243
0394512243;0394512243
0802136508;0449217183
0449217183;0449217183
156865765X;156865765X
156865765x;156865765X
0446606383;0804105979
0804105979;0804105979
1570426449;0804105979
0446676411;0804105979
1569247773;0395498597
0395498597;0395498597
0440225043;0440225043
0385319711;0440225043
0451176928;0525934944
0525934944;0525934944
0451156234;0395294630
0395294630;0395294630
039453929X;039453929X
0449205967;039453929X
0312242174;0312242174
0312976976;0312242174
0786812206;0786803347
0786803347;0786803347
0786822759;0786803347
0740703579;0740703579
0740718584;0740703579
0743420373;1563523302
1567315682;1563523302
1563523302;1563523302
0446527297;0446527297
0446611921;0446527297
1586212044;0446527297
046504624X;046504624X
0553014129;046504624X
0553263811;0394519434
0394519434;0394519434
0399146229;0399146229
0425179826;0399146229
1587883244;0399146229
0140134506;0140134506
0802136745;0140134506
031287054X;031287054X
0312875479;031287054X
0451158962;052524266X
052524266X;052524266X
0375719180;0393020363
0393020363;0393020363
0915230151;0399121994
0399121994;0399121994
044021646X;044021646X
0385299362;044021646X
0064407691;0064407691
0060283157;0064407691
069452543X;0064407691
0393314251;0393014894
0393014894;0393014894
0743422961;0743422961
074342297X;0743422961
0553072412;0553072412
0553568744;0553072412
0440204739;0440500400
0440500400;0440500400
0156013371;1852426489
1852426489;1852426489
037540581X;037540581X
014029855X;037540581X
014029855x;037540581X
1859849296;1859849296
185984054X;1859849296
0452280583;0525944613
0525944613;0525944613
1551666103;1551666103
1551667576;1551666103
0385482388;038548237X
038548237X;038548237X
0345350499;0345350499
0345441184;0345350499
0394524063;0394524063
0785787135;0394524063
0064431622;0064431622
0694004480;0064431622
0446527742;0446527742
044661307X;0446527742
0155625128;0155625128
0155625136;0155625128
1556521901;1556521901
155652241X;1556521901
074323748X;074323748X
0743459482;074323748X
0446524298;0446519812
0446519812;0446519812
0140173188;0393030377
0393030377;0393030377
0440158028;0385008961
0425182177;0385008961
0385008961;0385008961
0553225499;0385008961
0451188721;0670851299
0670851299;0670851299
0440402573;0440402573
0618003371;0440402573
0152047050;0152163824
0152163824;0152163824
0312863551;0441536999
0312861761;0441536999
0441536999;0441536999
0062504975;0062504665
0062504665;0062504665
0330269194;0425072002
0425072002;0425072002
1592247865;1592247865
0451528298;1592247865
0140430148;0140430148
0140434089;0140430148
0679744665;0679420495
0679420495;0679420495
0446404055;042505330X
042505330X;042505330X
081183199X;081183199X
1551926210;081183199X
0451171195;0451171195
0670832669;0451171195
0380619458;0380619458
0140060898;0380619458
0451196856;0670878847
0670878847;0670878847
0671218336;0671218336
0671741926;0671218336
067149175X;0671218336
006093025X;0060187689
0060187689;0060187689
0060191805;0060191805
0060929286;0060191805
0440760755;0440760755
0380709244;0440760755
0440460751;0440760755
0380727994;0440760755
0688216986;0440760755
0451201183;0061003743
0061003743;0061003743
0064470229;0064470229
0590431986;0064470229
0375701966;0394437039
0394437039;0394437039
0380470764;0394437039
0449911705;0394437039
0374505969;0394437039
0425087964;0425067874
0425067874;0425067874
0425105695;0425105695
0451201167;0425105695
0345292901;0345292901
0922890293;0345292901
0380700816;0345292901
0743437640;0671014218
0671014218;0671014218
0062513362;0062513354
0062513354;0062513354
0671578197;0553089994
0553089994;0553089994
0812532147;0812507932
0812520319;0812507932
0446601934;0812507932
0812507932;0812507932
0345369947;0345360001
0345360001;0345360001
0394579453;0345360001
0821744526;0821744526
157566321X;0821744526
0440159466;0440159466
0425067904;0440159466
0679740759;0679412913
0679412913;0679412913
0061002860;0739404636
0671620193;0739404636
0671701185;0739404636
0671498568;0739404636
0739404636;0739404636
0517580101;0517580101
0345364287;0517580101
0142000604;0399147454
0399147454;0399147454
0843950773;0843949287
0843949287;0843949287
0399149635;0399149635
0425194132;0399149635
031227470X;0395544173
0395544173;0395544173
055309677X;055309677X
0553572059;055309677X
051513239X;0399147632
0399147632;0399147632
0307602079;0307602079
0307020746;0307602079
0060972122;0688076327
0688076327;0688076327
0425129616;0553240935
0553240935;0553240935
158287171X;0553240935
0451524918;0451524918
0679642366;0451524918
089375708X;0451524918
0312981600;0425067955
0425067955;0425067955
0807821209;0807821209
0807844322;0807821209
014043092X;014043092X
0140439269;014043092X
0785748830;0785748830
0425130266;0785748830
0688121381;0688121381
0380725959;0688121381
0394473361;0394473361
0553279955;0394473361
0330232932;0330232932
0671042777;0330232932
0440362660;0440362660
0099482010;0440362660
0345432193;037550253X
037550253X;037550253X
0446341916;0440159210
0440159210;0440159210
0440205638;0385297076
0385297076;0385297076
0553293397;0345338219
0345338219;0345338219
0451172620;0915765756
0915765756;0915765756
0156005484;0151001936
0151001936;0151001936
0060192488;0060192488
0060929650;0060192488
1582347794;1582347794
0747557640;1582347794
0385481926;0385481926
0140263098;0385481926
0312278586;0312278586
0312291639;0312278586
0374218986;0374218986
1583225676;0374218986
0140430970;0140430970
0140437487;0140430970
0140104984;0140104984
0670819301;0140104984
0380506092;0380720841
0374502005;0380720841
0380720841;0380720841
1579901786;1887374485
1887374485;1887374485
0140070427;0374219699
0374219699;0374219699
1402508786;1402508786
0767914120;1402508786
0070506337;0070506337
0075570351;0070506337
060355377X;0603032915
0603032915;0603032915
0809246090;0809254166
0809254166;0809254166
0195125568;0195125568
0195142403;0195125568
0670850780;0670850780
0340623020;0670850780
0890836620;0890836620
0821721666;0890836620
0140317937;0385176228
0140386335;0385176228
0140074317;0385176228
0613028155;0385176228
0385176228;0385176228
0525457585;0385176228
0140076190;0385176228
0894803093;0894803093
0446606073;0894803093
0894803921;0894803921
0894803417;0894803921
0804467250;0804467250
0804458030;0804467250
0375705031;0140106995
0140106995;0140106995
0785242198;0785242198
0785243631;0785242198
0553156608;0553156608
0553154753;0553156608
0345328795;0394548132
0394548132;0394548132
0679730753;0394587677
0394587677;0394587677
0553275607;0553261134
0553261134;0553261134
0553082531;0553562592
0553562592;0553562592
0525249214;0525249214
0452265177;0525249214
0930031229;0930031229
093003175X;0930031229
0887307418;0887306500
0887306500;0887306500
0446672394;0446517526
0446517526;0446517526
0849933943;0849909155
0849909155;0849909155
0671892649;0136147283
0136147283;0136147283
0517883570;0517883570
0517700107;0517883570
0195108973;0195108973
0195117905;0195108973
0812908341;0812908341
0449900878;0812908341
0671035584;0671035576
0671035576;0671035576
0553578693;0553802380
0553802380;0553802380
0345313925;0030626315
0030626315;0030626315
155858465X;0307109739
0307109739;0307109739
030714190X;0307109739
0307102025;0307109739
0694004243;0307109739
0837885043;0394807413
1569872848;0394807413
0671684086;0394807413
0060283807;0394807413
0689840535;0394807413
0394807413;0394807413
0505523183;0505521474
0505521474;0505521474
067146955X;067146955X
038070899X;067146955X
0425163385;0399142371
0399142371;0399142371
0815605390;0815604718
0815604718;0815604718
0732909449;0732909449
0330361368;0732909449
006017143X;006017143X
006017143x;006017143X
0688049397;0688049397
0515092509;0688049397
0679425136;0679425136
067942508X;0679425136
0375409378;0375409378
0375708553;0375409378
156076323X;156076323X
156076323x;156076323X
0380784912;0380975211
0380975211;0380975211
0380731207;0812507738
0812507738;0812507738
0380717514;0688112250
0688112250;0688112250
0515116246;0399139702
0399139702;0399139702
0451400402;0312573324
0312573324;0312573324
0812521234;0812521234
0786702893;0812521234
0373834446;0449229408
0449229408;0449229408
0684854678;068485466X
068485466X;068485466X
0345332024;0345287835
0345287835;0345287835
0385486936;0385486936
0553576615;0385486936
0375409807;0375409807
0375420274;0375409807
0393974871;0393974871
0393947742;0393974871
0393954722;0393954765
0393954765;0393954765
0393962903;0393962903
0393962881;0393962903
0393968081;0393968081
0393968030;0393968081
039396924X;039396924X
0393968200;039396924X
0393954323;039395434X
039395434X;039395434X
0393973573;0393968227
0393968227;0393968227
0393951820;0393951820
039395479X;0393951820
0393091198;0393093344
0393093344;0393093344
0393091333;0393091333
0393091457;0393091333
0393093832;0393093832
0393093700;0393093832
1561581305;1561581305
1561583766;1561581305
0446605239;0446520802
0446520802;0446520802
0446676098;0446520802
1570424403;0446520802
0606191267;0446520802
0140283595;0374223270
0374223270;0374223270
0195128427;0195128427
0195142373;0195128427
0449221431;0436279746
0436279746;0436279746
0679401334;0436279746
0440215862;039454286X
039454286X;039454286X
0140259104;039454286X
0805057706;0805057706
0805062998;0805057706
0553236679;0553236679
1889853038;0553236679
0451400089;039538169X
039538169X;039538169X
1558321055;0916782727
1558321527;0916782727
0916782727;0916782727
0767905288;0767905288
0767905296;0767905288
0380001152;0380001152
0805208089;0380001152
0849938635;0849938635
084993723X;0849938635
0451179889;0670853461
0670853461;0670853461
034532448X;034532448X
0380973871;034532448X
0671024205;0743528182
0743528182;0743528182
0684853310;0743528182
0553271989;0553271989
0553147579;0553271989
1853260258;0451625196
0671638076;0451625196
0670821624;0451625196
1930142242;0451625196
0451625196;0451625196
0374525749;0679728139
0679728139;0679728139
0679741135;0679741135
078710146X;0679741135
0449213811;0449213811
0449911586;0449213811
0345374568;0316328944
0316328944;0316328944
0151685509;0151685509
0156002728;0151685509
039552105X;039552105X
039552105x;039552105X
0380623803;0385175817
0385175817;0385175817
0440204925;0316323187
0316323187;0316323187
0765301695;0765301695
0765305984;0765301695
0441627404;0399105972
0399105972;0399105972
0441003834;0399105972
0553057510;0553057510
0553287036;0553057510
0871133555;0871133555
0553550055;0871133555
0881031828;0027110559
0027110559;0027110559
0812885066;0812885066
1568332319;0812885066
0747557764;0747557764
0747558574;0747557764
0156003376;0553262513
0553262513;0553262513
0156011077;0553262513
0871968460;0871968460
0440500079;0871968460
0670871931;0670871931
0140266267;0670871931
067972883X;067972883X
0060955872;067972883X
0670850543;0670850543
0449910067;0670850543
0805040927;0805040927
0553378597;0805040927
0871136716;0871136716
080213548X;0871136716
0156027097;0151008108
0151008108;0151008108
0679401407;0679401407
0679731180;0679401407
0451529065;0451529065
1593080778;0451529065
0877191301;0877191301
0877191328;0877191301
0141303778;0141303778
0670884081;0141303778
078581325X;078581325X
078581325x;078581325X
0553264303;0553264303
0553199501;0553264303
0440167361;0394467442
0394467442;0394467442
0743227441;0739427113
0739427113;0739427113
0553576798;0553576798
0553587684;0553576798
0812535197;031285644X
031285644X;031285644X
0786813334;0786804238
0786804238;0786804238
0525945040;0525945040
0451198638;0525945040
0451205731;0525945040
0385299184;0385299184
0440211999;0385299184
0446357405;068800220X
0446674680;068800220X
068800220X;068800220X
1558003010;068800220X
0241135516;0241135516
0140378030;0241135516
0060809485;0446894966
0446894966;0446894966
038547721X;0385477201
0385477201;0385477201
0688036465;0688036465
0688066704;0688036465
1551667479;1551667479
1551666553;1551667479
0151006849;0151006849
044100993X;0151006849
0525947248;0525947248
0451211936;0525947248
0449222721;0449222721
0330329855;0449222721
0451125509;0385178115
0385178115;0385178115
0805019669;0345334205
0345334205;0345334205
0441644511;0441644511
0698119592;0441644511
0345300203;0345325338
0345325338;0345325338
039536101X;039536101X
0440167787;039536101X
0440967694;0670532576
0670532576;0670532576
0881030392;0670532576
0226669548;0226669521
0226669521;0226669521
0609602535;0609602535
051512558X;0609602535
051512558x;0609602535
0152017984;0006742947
0006742947;0006742947
0007127898;0006742947
0899198546;0899198546
0763603368;0899198546
0198662319;0198661789
0198661789;0198661789
0192141872;0192141872
0192829688;0192141872
0192826662;0192141635
0192141635;0192141635
0192142186;0192142186
019282385X;0192142186
0192142046;0192142046
0192831674;0192142046
0198661304;0198661304
0198662211;0198661304
0198601700;0198601700
0192801112;0198601700
0198600585;0198661851
0198661851;0198661851
0965471756;0965471756
0198631219;0965471756
0198200730;0198200730
0192852205;0198200730
0898155991;0898155991
0898158214;0898155991
1580080219;0898155991
0525942564;0525942564
0451191315;0525942564
0892813695;0892813695
0892818670;0892813695
0553273795;0374228787
0374228787;0374228787
1559704160;0688111831
0688111831;0688111831
0385334915;0385334885
0385334885;0385334885
0749302437;0749302437
0671318373;0749302437
0061003778;0671474227
0671542079;0671474227
0671474227;0671474227
0792263863;0394757742
0394757742;0394757742
0393300234;0393013804
0393013804;0393013804
155773044X;0385231245
0385231245;0385231245
0451182146;0451182146
1568760248;0451182146
0060294884;0060294884
0064409848;0060294884
0880014539;0880014539
0880015241;0880014539
0385315724;0679421750
0679421750;0679421750
0451627008;0451627008
0451528050;0451627008
031285904X;031285904X
0812538943;031285904X
0375760253;0679463305
0679463305;0679463305
0553252704;0394521110
0394521110;0394521110
0778320472;1551667096
1551667096;1551667096
0743243803;0743223527
0743223527;0743223527
0385472951;0385472951
0440224764;0385472951
0440295556;0385472951
0553472836;0385472951
0425177696;0399144919
0399144919;0399144919
0380790947;0380974495
0380974495;0380974495
0802135226;0871131838
0679724370;0871131838
0871131838;0871131838
0694517798;0694517798
0061096237;0694517798
0395755182;0395755182
0553378619;0395755182
0670894494;0670894494
0142001821;0670894494
0066214572;0061040932
0061040932;0061040932
0449221172;067082576X
067082576X;067082576X
0441653162;0441653162
0441653170;0441653162
081671469x;081671469x
081671469X;081671469x
0786862270;0786862270
0786882417;0786862270
1882591151;1882591151
157731154X;1882591151
0517706229;0517706229
067977422X;0517706229
0553580388;0553109839
0553109839;0553109839
0821734202;0345296273
0345296273;0345296273
0452275059;0525937021
0525937021;0525937021
014017737X;0553262610
0553262610;0553262610
0670545759;0553262610
0142000698;0553262610
0749303301;0553262610
1555049133;0553262610
0399229469;0399229469
044100508X;0399229469
0060955406;0879519142
0879519142;0879519142
0440214041;0553470469
0553470469;0553470469
0394574222;0394574222
0679734155;0394574222
0517093715;0872263355
0872263355;0872263355
014006799X;014006799X
014006799x;014006799X
0140240187;0670851531
0140167064;0670851531
0670851531;0670851531
0156007193;0151005214
0151005214;0151005214
006097401X;006097401X
006097401x;006097401X
0553576801;0553576801
0553587692;0553576801
0060505729;0060505710
0060505710;0060505710
0316150487;0316150487
0316164933;0316150487
0060977477;006101351X
006101351X;006101351X
006101351x;006101351X
039304016X;039304016X
0393050327;039304016X
0553584049;0553584049
0739437089;0553584049
0345430840;0345413075
0345413075;0345413075
0465072658;0465072658
0465072666;0465072658
0805208119;0805208119
0679444637;0805208119
0805210415;0805208119
0671027344;0671027344
0736649360;0671027344
0679722793;0679722793
0679768017;0679722793
0312289162;0312262191
0312262191;0312262191
0394751019;0394481917
0394481917;0394481917
0312135866;0312135866
0312147015;0312135866
0451458737;0451458486
0451458486;0451458486
0515102644;0881844349
0881844349;0881844349
1568491611;1568491611
0848821564;1568491611
031211382X;031211382X
1404324178;031211382X
0425190536;0399149007
0399149007;0399149007
0515087424;0425050785
0425050785;0425050785
0394820371;0394820371
0375806709;0394820371
0312975856;0312246560
0312246560;0312246560
0787121614;0312246560
0446301205;0446301205
0881010820;0446301205
0352317167;0446301205
1566193052;0446301205
0451524829;0451524829
0451528158;0451524829
0743435419;0671319868
0671319868;0671319868
1842550535;1858817900
1858817900;1858817900
0142004421;0670032050
0670032050;0670032050
0345444841;0345444841
0345466195;0345444841
0449214265;067147748X
0751503894;067147748X
067147748X;067147748X
0465005594;0465005594
0060977108;0465005594
0694516155;0465005594
0312311354;0312263767
0312263767;0312263767
0006480608;0002243792
0060936436;0002243792
0006485200;0002243792
0002243792;0002243792
1852427507;1852427256
1852427256;1852427256
0453005470;0453005470
0451154681;0453005470
0374232105;0374232105
0142001422;0374232105
0670043001;0374232105
0312874219;0312874030
0312874030;0312874030
0553211234;0553211234
0749307536;0553211234
0140436111;0140862501
0140862501;0140862501
068817888X;068817888X
0061014931;068817888X
1593080255;0893759953
0141439572;0893759953
5551172945;0893759953
0893759953;0893759953
1592248039;0893759953
0812567110;0893759953
0140437843;0140860444
0140860444;0140860444
0786889551;0786863005
0786863005;0786863005
055314992X;055314992X
0808516787;055314992X
0446405310;0751511102
0751511102;0751511102
0671424602;0671424602
0800786092;0671424602
0883680963;0671424602
0449910857;0399141081
0399141081;0399141081
0451166892;0451166892
1590862910;0451166892
0743527631;0451166892
0312983786;0312282621
0312282621;0312282621
0316788228;0606190295
0606190295;0606190295
0843932325;084392800X
084392800X;084392800X
0451521455;0451521455
0451523393;0451521455
0340738669;0340738669
0312288700;0340738669
0385319525;0385319525
038531485X;0385319525
0881033359;0881033359
0698116909;0881033359
0679438750;0679438750
0553575740;0679438750
0030632560;0030632560
0312278659;0030632560
0380727544;0688140467
0688140467;0688140467
0446610550;0446610550
0739431404;0446610550
0446517011;0446517011
0446603473;0446517011
0525473068;0525473068
014019357X;0525473068
0446608483;156740443X
156740443X;156740443X
0446524972;156740443X
0446602612;0316153982
0316153982;0316153982
0446690457;0316153982
0440224985;038531941X
038531941X;038531941X
0060175400;1567404081
0060512822;1567404081
1567404081;1567404081
0451209540;0451209540
0739437119;0451209540
0451193261;0525943404
0525943404;0525943404
0060555653;0887621104
0887621104;0887621104
0393035751;0393035751
0393313123;0393035751
1559944277;1559944277
006097396X;1559944277
0060186267;0060186267
0060933887;0060186267
0671732943;0671689843
0671689843;0671689843
0525936084;0525936084
0452272262;0525936084
0060936177;0066211263
0066211263;0066211263
0451525973;0451525973
0451191307;0451525973
1593080964;0451525973
014043223X;014043223X
0141439637;014043223X
0764222112;0764222112
0764222244;0764222112
0553257048;0553051075
0553051075;0553051075
0446361275;0446513938
0446513938;0446513938
0140017917;0140017917
0670835366;0140017917
0312139853;0312139853
0312156278;0312139853
0385418868;0385247737
0385247737;0385247737
0394575202;0394575202
034541005X;0394575202
0345359925;0394575202
0749301228;0394575202
034541005x;0394575202
0833554255;0394575202
0449214931;0449214931
0449911470;0449214931
1565075722;1565075722
1568654863;1565075722
0736906002;1565075722
0207153671;0207153671
0394825861;0207153671
0670867675;0670867675
0140269967;0670867675
0816014000;0816014000
081603950X;0816014000
0679437630;0679437630
0375727639;0679437630
055326981X;055326981X
055326981x;055326981X
0865474540;0865474540
1593760167;0865474540
0394751027;0394751027
0375714200;0394751027
0812571789;0312852940
0312852940;0312852940
078711734X;0312852940
0449002411;0449910555
0449910555;0449910555
0425163415;0399142398
0425192946;0399142398
0399142398;0399142398
0804104808;0517570289
0517570289;0517570289
0679421068;0679421068
0679744673;0679421068
0452264510;0452264510
0060923989;0452264510
0001046934;0452264510
0451625889;0451625889
0553212788;0451625889
0553210297;0451625889
055321179X;0451625889
0226500381;0451625889
0872203166;0451625889
0226500446;0451625889
0140441077;0140441077
0140449159;0140441077
0140447520;0140441077
0440471869;059044817X
0812504771;059044817X
059044817X;059044817X
1582183392;059044817X
0785788875;059044817X
1582183384;059044817X
1854712969;059044817X
0140367497;0140350179
0140350179;0140350179
0787107468;0787107468
0688145388;0787107468
0553268880;0395353009
0395353009;0395353009
0553381547;0395353009
0553450964;0395353009
0345391780;0345383729
0345383729;0345383729
0553347799;0553347799
0553298364;0553347799
0671743805;0671727540
0671727540;0671727540
0736900349;0736900349
0739401890;0736900349
0380814021;0380814021
033048205X;0380814021
0807205141;0380814021
0764227475;1577781015
1577781015;1577781015
1580811825;039448259X
039448259X;039448259X
0886460980;0886460980
0816707952;0886460980
0684850737;0684850737
0671021486;0684850737
0345359305;0394557611
0394557611;0394557611
0812538757;0812538757
0765301539;0812538757
0879512970;0879512970
1585671614;0879512970
0061007145;0671422294
0671422294;0671422294
0767901428;0767901428
0440225345;0767901428
0786006145;157566240X
157566240X;157566240X
006099486X;006099486X
006099486x;006099486X
0140241612;0394552725
0394552725;0394552725
0140098798;0140098798
0140105530;0140098798
0312978367;031225346X
031225346X;031225346X
1559276088;031225346X
0380790963;0380974509
0380974509;0380974509
0866835024;0866835024
0894862030;0866835024
0553375652;038547279X
038547279X;038547279X
0440210143;0385301235
0385301235;0385301235
0394404289;0394404262
1858912164;0394404262
1853264857;0394404262
1851681787;0394404262
0394404262;0394404262
0446530689;0446530689
0446614033;0446530689
1931768269;1931768269
1931768250;1931768269
0812561880;0312866380
0312866380;0312866380
0446602086;0787100072
0787100072;0787100072
0316171654;0787100072
1590402502;0787100072
0521632943;0521632943
0521797098;0521632943
0425176487;0679449728
0515120898;0679449728
0679449728;0679449728
0812543998;0312860765
0312860765;0312860765
0688059457;0688059457
0688059449;0688059457
0688082939;0688059457
0060526963;0688059457
0425103455;042506266X
042506266X;042506266X
0807041599;0807041815
0807041815;0807041815
0446676993;1570429189
1570429189;1570429189
0451208846;052594639X
052594639X;052594639X
0670032131;0670032131
014200443X;0670032131
0679750940;087113585X
087113585X;087113585X
0805072535;0805072535
0716727250;0805072535
1569470154;0939149974
0939149974;0939149974
0743436849;0743436849
0689871155;0743436849
0670880183;0670880183
0140276130;0670880183
0345351525;0345351525
0833563505;0345351525
0312143982;0312131518
0312131518;0312131518
0743246071;0743246071
0743259904;0743246071
0394528018;0394528018
1874061149;0394528018
0306810085;0679749853
0679749853;0679749853
0192861816;0192861816
0380725266;0192861816
0375727647;067944646X
067944646X;067944646X
0142001384;0140017925
0140017925;0140017925
0451180429;0525937935
0525937935;0525937935
1587884097;0525937935
0446524891;0446524891
0446609412;0446524891
1887166734;1561381640
1561381640;1561381640
0671511475;0671511475
0671511483;0671511475
0743245237;0743245237
0743250044;0743245237
0452283264;0374177201
0374177201;0374177201
0804103658;0297790951
0297790951;0297790951
0394561430;0297790951
0385500459;0385500459
0385720297;0385500459
0880706317;0880706317
1576737160;0880706317
0060974540;086547446X
086547446X;086547446X
0312054998;0312054998
0345375009;0312054998
0689828772;0689821409
0689821409;0689821409
0671737899;0671637177
0671637177;0671637177
0812535065;0812535065
0060508078;0812535065
0140117075;0140006923
0140119809;0140006923
0140006923;0140006923
014062225X;014062225X
0140623019;014062225X
1558585362;1558580093
1558580093;1558580093
0061000809;0061000809
0812548183;0061000809
044022165X;044022165X
044022165x;044022165X
0385424736;0385424736
0440295424;0385424736
0099271273;0385424736
0440910927;0385424736
0553502042;0385424736
0553576054;0553104241
0553104241;0553104241
0812508572;0312034725
0312034725;0312034725
0553473026;0553473026
0385478046;0553473026
0465068359;0465068359
0140277447;0465068359
0425162443;0425162443
0425155439;0425162443
0679776230;0679403469
0679403469;0679403469
0671869396;0671869396
0345391853;0671869396
0446405345;0449212254
0449212254;0449212254
0140263454;1880909375
1880909375;1880909375
0679442790;0679442790
0375707972;0679442790
0375408282;0679442790
0375408266;0679442790
059500489X;0380003473
0380003473;0380003473
0590225170;0880297719
0880297719;0880297719
1562880411;0880297719
0060168536;0060168536
0060924179;0060168536
1569472270;1569472270
1569473080;1569472270
0140062718;0140062718
0140118608;0140062718
0380704471;0688048382
0688048382;0688048382
0312151993;0312151993
0312181647;0312151993
1585671703;1585671703
1585673226;1585671703
0761505911;1559585730
1559585730;1559585730
0679437029;0679437029
0425155293;0679437029
0812504798;0393091821
1592247938;0393091821
1853260843;0393091821
0393091821;0393091821
0892967307;0892967307
0446611379;0892967307
0553571729;038546858X
038546858X;038546858X
0002554232;0002554232
0006385583;0002554232
039558776X;039558776X
0395979994;039558776X
0571206492;0571206492
0811836908;0571206492
0312909659;0671463802
0671463802;0671463802
0446607568;0446522988
0446522988;0446522988
0345440773;0345440773
0345440781;0345440773
0764223291;0764223291
0764223887;0764223291
0739412574;0764223291
051512608X;0399144412
0399144412;0399144412
1567403204;0399144412
0425068005;0425068005
0396088058;0425068005
0425094820;0425068005
0263817113;0263817113
0263817075;0263817113
0525941908;0525941908
0140863222;0525941908
0788191799;0525941908
0374248613;0374248613
0425188302;0374248613
155817169X;155817169X
1575660083;155817169X
0688029558;0688029558
0380006766;0688029558
0061031534;0060185708
0060185708;0060185708
0505522977;0505519836
0505519836;0505519836
0064407675;0064407675
0060283130;0064407675
0140149902;0670838756
0670838756;0670838756
0446610399;0446525502
0446525502;0446525502
1570429669;0446525502
0440473780;0440473780
0316783552;0440473780
0688035418;0688035418
0440173795;0688035418
0670876623;0670876623
0140274979;0670876623
0671493043;0517545357
0517545357;0517545357
0684865114;1559704373
1559704373;1559704373
0446603996;0446519065
0446519065;0446519065
081257060X;0312874243
0312874243;0312874243
0525940979;0525940979
0451407296;0525940979
0671526103;0671526103
067152609X;0671526103
0385315066;0385315066
0553525131;0385315066
0613293339;0385315066
0449910741;0517598493
0517598493;0517598493
0140057080;0140057080
0742677117;0140057080
088268115X;088268115X
0882681575;088268115X
0449208974;0399130640
0399130640;0399130640
038523497X;038523497X
0380725932;038523497X
0345272609;0345253450
0345253450;0345253450
0345332091;0345253450
0788789554;0788789554
0788789848;0788789554
0618129111;039548930X
039548930X;039548930X
0618260285;039548930X
0395272211;039548930X
0395082560;039548930X
0618154000;039548930X
1565116690;039548930X
0618346279;039548930X
0441001068;0441718442
0441718442;0441718442
0553280635;0553280635
0553199528;0553280635
0061030015;0061030015
0060194650;0061030015
034082607X;034082607X
0670031925;034082607X
0142004545;034082607X
0452274125;0786860022
0786860022;0786860022
0375400567;0375400567
0425169456;0375400567
0451205367;0452267250
0451165209;0452267250
0452267250;0452267250
0345433165;0345433165
0449005836;0345433165
0375706402;0375406514
0375406514;0375406514
0553275569;0553275569
0553381350;0553275569
0743446496;0743446496
074344650X;0743446496
1585420093;1585420093
0874779375;1585420093
0440173922;0440173868
0440574501;0440173868
0440173868;0440173868
0345358619;0345358619
0345412966;0345358619
0679720197;0394546741
0394546741;0394546741
0345339029;0698107837
0698107837;0698107837
0804101116;0871314630
0871314630;0871314630
0802138640;087113781X
087113781X;087113781X
0804102112;0804102112
0517563150;0804102112
0449213730;0449213730
0380732661;0449213730
0440407532;0385303882
044022750X;0385303882
0385303882;0385303882
0312169868;0312147198
0312147198;0312147198
0425179672;0399145990
0399145990;0399145990
0385333560;0385312075
044021730X;0385312075
0385312075;0385312075
0553255657;0553255657
0553276719;0553255657
0140243518;0670772895
0670772895;0670772895
0670859133;0670772895
038532393X;1565121694
1565121694;1565121694
0871137240;0871137240
0671778331;0871137240
0449212122;0840759614
0840759614;0840759614
0394574567;0394574567
0679724362;0394574567
0449702332;0395389232
0395389232;0395389232
037540340X;037540340X
075222414X;037540340X
0553560441;0394573293
0394573293;0394573293
5554952232;0394573293
0486252086;0486252086
0816704716;0486252086
1587260379;0486252086
0670843342;0670843342
0140167188;0670843342
0453009220;0670843342
0399142223;0399142223
0156005840;0399142223
0553569058;0385260083
0385260083;0385260083
0395957753;0395407990
0395407990;0395407990
038518400X;038518400X
0553299492;038518400X
0792229703;0792229703
0792229401;0792229703
0449218333;0671612182
0671612182;0671612182
0465071333;0465071333
0465071341;0465071333
0553264060;0553264060
0553250841;0553264060
0553381210;078670733X
078670733X;078670733X
0449214958;0449214958
0446405337;0449214958
140432741x;1930142315
1930142315;1930142315
0515093815;0877953511
0877953511;0877953511
0451184718;0525940111
0525940111;0525940111
0553255509;0553255509
0553763091;0553255509
0439010772;0394988264
0394988264;0394988264
0886776686;0886776198
0886776198;0886776198
067978148X;067162234X
067162234X;067162234X
039562049X;039562049X
0449908526;039562049X
0446612928;0446531634
0446531634;0446531634
0061074292;0060207655
0064430189;0060207655
0060207655;0060207655
0440221471;0385472943
0385472943;0385472943
0375433449;0385472943
0553455486;0385472943
0440295521;0440295521
0553472828;0440295521
0805055037;0060975040
0060975040;0060975040
0553526901;0553526901
0385333668;0553526901
0590483803;0449702944
0449702944;0449702944
0451151224;0451151224
0451197968;0451151224
